Data;Número;Histórico;Débito;Tipo;Histórico separado
11/09/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  515190 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;2201.08;1;515190
12/09/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  513827 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;635.49;1;513827
18/09/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  517089 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;394.81;1;517089
18/09/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  517089 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;552.06;1;517089
19/09/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  518921 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;843.14;1;518921
25/09/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  517089 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;946.87;1;517089
26/09/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  518922 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;445.5;1;518922
26/09/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  518922 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;328.35;1;518922
26/09/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  518923 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;149.48;1;518923
26/09/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  518923 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;248.04;1;518923
26/09/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  518924 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;123.84;1;518924
07/10/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  517090 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;1540.2;1;517090
07/10/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  517090 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;2237.22;1;517090
10/10/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  523826 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;469.33;1;523826
10/10/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  523826 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;1660.48;1;523826
14/10/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  522835 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;1256.94;1;522835
14/10/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  522835 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;185.28;1;522835
14/10/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  525439 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;1290.34;1;525439
17/10/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  523823 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;563.89;1;523823
17/10/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  523824 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;256.8;1;523824
17/10/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  523826 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;1714.7;1;523826
21/10/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  525439 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;1290.33;1;525439
24/10/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  525073 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;363.43;1;525073
24/10/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  525073 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;369.12;1;525073
24/10/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  523822 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;148.8;1;523822
24/10/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  523823 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;1861.16;1;523823
24/10/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  523823 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;119.83;1;523823
28/10/2019;933;PAGAMENTO DE DUPLICATA REF. NF Nº  525439 FOR. NORDIL NORDESTE DIST E  LOGISTICA LTDA ;1290.33;1;525439
02/10/2018;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1346011 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1993.53;1;1346011
02/10/2018;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1346011 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;986.74;1;1346011
08/10/2018;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1347617 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1115.47;1;1347617
16/10/2018;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1350874 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1399.84;1;1350874
16/10/2018;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1350874 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;352.62;1;1350874
23/10/2018;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1353118 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;2063.68;1;1353118
23/10/2018;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1353118 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;3266.86;1;1353118
30/10/2018;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1356351 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1111.65;1;1356351
06/11/2018;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1359459 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;704.91;1;1359459
12/11/2018;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1360424 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1370.0;1;1360424
19/11/2018;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1362341 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;855.66;1;1362341
19/11/2018;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1362341 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;653.76;1;1362341
20/11/2018;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1363851 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;634.28;1;1363851
20/11/2018;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1363850 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;159.5;1;1363850
27/11/2018;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1366190 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;942.92;1;1366190
27/11/2018;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1366190 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;425.04;1;1366190
03/12/2018;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1367802 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1190.0;1;1367802
11/12/2018;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1370920 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;239.55;1;1370920
11/12/2018;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1370919 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;3980.2;1;1370919
17/12/2018;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1372439 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1207.27;1;1372439
17/12/2018;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1372439 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;578.8;1;1372439
21/12/2018;934;DEVOLUÇÃO DE COMPRAS CONF. NF.  4641 FOR. NORDECE NE REPRESENTACAO  E DIST LTDA ;163.7;0;4641
26/12/2018;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1375911 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;699.9;1;1375911
26/12/2018;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1375912 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;848.49;1;1375912
02/01/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1378098 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;561.0;1;1378098
02/01/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1378097 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;2429.0;1;1378097
07/01/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1380679 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;2429.0;1;1380679
08/01/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1382224 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1460.61;1;1382224
08/01/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1382224 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;578.8;1;1382224
10/01/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1383392 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;788.92;1;1383392
10/01/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1383392 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;256.0;1;1383392
15/01/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1384659 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1331.77;1;1384659
15/01/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1384659 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;184.29;1;1384659
21/01/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1386311 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;540.0;1;1386311
22/01/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1387476 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1314.0;1;1387476
22/01/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1387476 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;259.9;1;1387476
30/01/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1389790 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;346.0;1;1389790
30/01/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1389790 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;828.0;1;1389790
30/01/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1389791 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1708.23;1;1389791
05/02/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1392021 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;697.79;1;1392021
12/02/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1394585 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;770.7;1;1394585
12/02/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1394584 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;2002.0;1;1394584
19/02/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1397526 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;229.0;1;1397526
19/02/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1397525 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;369.5;1;1397525
19/02/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1397524 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1740.89;1;1397524
26/02/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1399869 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;912.91;1;1399869
06/03/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1402360 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;572.48;1;1402360
06/03/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1402360 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1084.0;1;1402360
12/03/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1404867 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1067.47;1;1404867
12/03/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1404867 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;818.7;1;1404867
19/03/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1407945 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;893.35;1;1407945
26/03/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1410042 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;352.44;1;1410042
26/03/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1410041 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;2670.8;1;1410041
02/04/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1412500 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;752.44;1;1412500
02/04/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1412500 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;686.77;1;1412500
04/04/2019;934;DEVOLUÇÃO DE COMPRAS CONF. NF.  4708 FOR. NORDECE NE REPRESENTACAO  E DIST LTDA ;153.42;0;4708
09/04/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1414232 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1357.16;1;1414232
22/04/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1418370 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1963.55;1;1418370
22/04/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1418369 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;2349.9;1;1418369
23/04/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1419611 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;784.92;1;1419611
23/04/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1419611 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1318.35;1;1419611
30/04/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1422437 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;189.42;1;1422437
30/04/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1422438 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1927.07;1;1422438
07/05/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1424980 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;512.58;1;1424980
14/05/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1427400 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1105.27;1;1427400
14/05/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1427400 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;187.77;1;1427400
14/05/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1427399 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;813.8;1;1427399
20/05/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1429180 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;904.08;1;1429180
20/05/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1429180 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1977.44;1;1429180
20/05/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1429181 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;189.0;1;1429181
28/05/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1432031 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;708.79;1;1432031
28/05/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1432031 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;38.56;1;1432031
04/06/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1434206 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;3337.06;1;1434206
04/06/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1434206 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;68.62;1;1434206
11/06/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1437249 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1288.39;1;1437249
11/06/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1437249 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;81.6;1;1437249
18/06/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1439798 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;753.9;1;1439798
18/06/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1439798 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;292.5;1;1439798
25/06/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1442133 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;129.0;1;1442133
25/06/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1442133 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;413.5;1;1442133
02/07/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1444235 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1062.57;1;1444235
02/07/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1444235 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;102.93;1;1444235
02/07/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1444236 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;65.38;1;1444236
09/07/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1447048 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;311.49;1;1447048
09/07/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1447048 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;151.0;1;1447048
16/07/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1450257 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;971.37;1;1450257
16/07/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1450257 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;102.93;1;1450257
23/07/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1452195 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;254.4;1;1452195
23/07/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1452197 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;544.88;1;1452197
23/07/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1452197 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;596.6;1;1452197
30/07/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1454167 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;909.07;1;1454167
06/08/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1457387 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1007.14;1;1457387
09/08/2019;934;DEVOLUÇÃO DE COMPRAS CONF. NF.  4768 FOR. NORDECE NE REPRESENTACAO  E DIST LTDA ;118.05;0;4768
12/08/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1458521 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1131.4;1;1458521
13/08/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1460209 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1380.55;1;1460209
20/08/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1462544 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;609.08;1;1462544
20/08/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1462544 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1308.7;1;1462544
20/08/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1462545 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;194.7;1;1462545
27/08/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1465178 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;831.2;1;1465178
27/08/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1465179 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;130.76;1;1465179
03/09/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1468024 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;721.61;1;1468024
03/09/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1468024 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;40.8;1;1468024
10/09/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1470418 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;702.86;1;1470418
17/09/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1473323 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;456.54;1;1473323
17/09/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1473323 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;677.73;1;1473323
23/09/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1474732 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;891.96;1;1474732
24/09/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1476171 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;623.37;1;1476171
24/09/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1476172 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;154.83;1;1476172
24/09/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1476172 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;373.44;1;1476172
01/10/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1479039 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1113.45;1;1479039
07/10/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1481357 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1206.35;1;1481357
07/10/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1481357 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;197.34;1;1481357
15/10/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1485047 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;2014.6;1;1485047
15/10/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1485047 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;44.68;1;1485047
22/10/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1486622 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;286.65;1;1486622
22/10/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1486622 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;596.3;1;1486622
25/10/2019;934;DEVOLUÇÃO DE COMPRAS CONF. NF.  4803 FOR. NORDECE NE REPRESENTACAO  E DIST LTDA ;74.88;0;4803
29/10/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1489771 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;741.3;1;1489771
29/10/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1489771 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;68.62;1;1489771
01/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  947653 FOR. NESTLE BRASIL LTDA ;153.38;1;947653
01/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  947652 FOR. NESTLE BRASIL LTDA ;22160.16;1;947652
03/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  949631 FOR. NESTLE BRASIL LTDA ;116.12;1;949631
03/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  949630 FOR. NESTLE BRASIL LTDA ;1083.58;1;949630
03/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  949629 FOR. NESTLE BRASIL LTDA ;2274.6;1;949629
10/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  953340 FOR. NESTLE BRASIL LTDA ;401.37;1;953340
10/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  953341 FOR. NESTLE BRASIL LTDA ;5378.21;1;953341
10/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  953342 FOR. NESTLE BRASIL LTDA ;1781.97;1;953342
10/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  953343 FOR. NESTLE BRASIL LTDA ;83.15;1;953343
17/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  957653 FOR. NESTLE BRASIL LTDA ;562.44;1;957653
22/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  957654 FOR. NESTLE BRASIL LTDA ;233.97;1;957654
24/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  962254 FOR. NESTLE BRASIL LTDA ;534.0;1;962254
24/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  962253 FOR. NESTLE BRASIL LTDA ;591.18;1;962253
31/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  966042 FOR. NESTLE BRASIL LTDA ;1448.8;1;966042
31/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  966041 FOR. NESTLE BRASIL LTDA ;22411.98;1;966041
31/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  966040 FOR. NESTLE BRASIL LTDA ;1345.32;1;966040
07/11/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  969211 FOR. NESTLE BRASIL LTDA ;353.14;1;969211
07/11/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  969212 FOR. NESTLE BRASIL LTDA ;315.57;1;969212
14/11/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  973431 FOR. NESTLE BRASIL LTDA ;131.44;1;973431
14/11/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  973432 FOR. NESTLE BRASIL LTDA ;2596.93;1;973432
14/11/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  973433 FOR. NESTLE BRASIL LTDA ;1713.53;1;973433
21/11/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  978520 FOR. NESTLE BRASIL LTDA ;301.37;1;978520
21/11/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  978519 FOR. NESTLE BRASIL LTDA ;3411.37;1;978519
21/11/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  978521 FOR. NESTLE BRASIL LTDA ;20649.23;1;978521
21/11/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  978522 FOR. NESTLE BRASIL LTDA ;234.02;1;978522
21/11/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  978523 FOR. NESTLE BRASIL LTDA ;117.04;1;978523
28/11/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  981373 FOR. NESTLE BRASIL LTDA ;116.12;1;981373
28/11/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  981372 FOR. NESTLE BRASIL LTDA ;290.56;1;981372
28/11/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  981371 FOR. NESTLE BRASIL LTDA ;1387.97;1;981371
05/12/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  985950 FOR. NESTLE BRASIL LTDA ;593.78;1;985950
