Data;Número;Histórico;Débito
14/05/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1427400 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1.105,27
14/05/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1427400 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;187,77
14/05/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1427399 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;813,80
20/05/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1429180 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;904,08
20/05/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1429180 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1.977,44
20/05/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1429181 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;189,00
28/05/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1432031 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;708,79
28/05/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1432031 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;38,56
04/06/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1434206 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;3.337,06
04/06/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1434206 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;68,62
11/06/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1437249 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1.288,39
11/06/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1437249 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;81,60
18/06/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1439798 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;753,90
18/06/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1439798 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;292,50
25/06/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1442133 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;129,00
25/06/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1442133 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;413,50
02/07/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1444235 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1.062,57
02/07/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1444235 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;102,93
02/07/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1444236 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;65,38
09/07/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1447048 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;311,49
09/07/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1447048 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;151,00
16/07/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1450257 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;971,37
16/07/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1450257 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;102,93
23/07/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1452195 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;254,40
23/07/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1452197 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;544,88
23/07/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1452197 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;596,60
30/07/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1454167 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;909,07
06/08/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1457387 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1.007,14
09/08/2019;934;DEVOLUÇÃO DE COMPRAS CONF. NF.  4768 FOR. NORDECE NE REPRESENTACAO  E DIST LTDA ;118,05
12/08/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1458521 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1.131,40
13/08/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1460209 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1.380,55
20/08/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1462544 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;609,08
20/08/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1462544 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1.308,70
20/08/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1462545 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;194,70
27/08/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1465178 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;831,20
27/08/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1465179 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;130,76
03/09/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1468024 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;721,61
03/09/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1468024 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;40,80
10/09/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1470418 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;702,86
17/09/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1473323 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;456,54
17/09/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1473323 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;677,73
23/09/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1474732 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;891,96
24/09/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1476171 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;623,37
24/09/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1476172 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;154,83
24/09/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1476172 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;373,44
01/10/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1479039 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1.113,45
07/10/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1481357 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;1.206,35
07/10/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1481357 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;197,34
15/10/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1485047 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;2.014,60
15/10/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1485047 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;44,68
22/10/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1486622 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;286,65
22/10/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1486622 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;596,30
25/10/2019;934;DEVOLUÇÃO DE COMPRAS CONF. NF.  4803 FOR. NORDECE NE REPRESENTACAO  E DIST LTDA ;74,88
29/10/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1489771 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;741,30
29/10/2019;934;PAGAMENTO DE DUPLICATA REF. NF Nº  1489771 FOR. NORDECE NE  REPRESENTACAO E DIST. LTDA ;68,62
01/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  947653 FOR. NESTLE BRASIL LTDA ;153,38
01/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  947652 FOR. NESTLE BRASIL LTDA ;22.160,16
03/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  949631 FOR. NESTLE BRASIL LTDA ;116,12
03/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  949630 FOR. NESTLE BRASIL LTDA ;1.083,58
03/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  949629 FOR. NESTLE BRASIL LTDA ;2.274,60
10/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  953340 FOR. NESTLE BRASIL LTDA ;401,37
10/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  953341 FOR. NESTLE BRASIL LTDA ;5.378,21
10/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  953342 FOR. NESTLE BRASIL LTDA ;1.781,97
10/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  953343 FOR. NESTLE BRASIL LTDA ;83,15
17/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  957653 FOR. NESTLE BRASIL LTDA ;562,44
22/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  957654 FOR. NESTLE BRASIL LTDA ;233,97
24/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  962254 FOR. NESTLE BRASIL LTDA ;534,00
24/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  962253 FOR. NESTLE BRASIL LTDA ;591,18
31/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  966042 FOR. NESTLE BRASIL LTDA ;1.448,80
31/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  966041 FOR. NESTLE BRASIL LTDA ;22.411,98
31/10/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  966040 FOR. NESTLE BRASIL LTDA ;1.345,32
07/11/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  969211 FOR. NESTLE BRASIL LTDA ;353,14
07/11/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  969212 FOR. NESTLE BRASIL LTDA ;315,57
14/11/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  973431 FOR. NESTLE BRASIL LTDA ;131,44
14/11/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  973432 FOR. NESTLE BRASIL LTDA ;2.596,93
14/11/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  973433 FOR. NESTLE BRASIL LTDA ;1.713,53
21/11/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  978520 FOR. NESTLE BRASIL LTDA ;301,37
21/11/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  978519 FOR. NESTLE BRASIL LTDA ;3.411,37
21/11/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  978521 FOR. NESTLE BRASIL LTDA ;20.649,23
21/11/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  978522 FOR. NESTLE BRASIL LTDA ;234,02
21/11/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  978523 FOR. NESTLE BRASIL LTDA ;117,04
28/11/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  981373 FOR. NESTLE BRASIL LTDA ;116,12
28/11/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  981372 FOR. NESTLE BRASIL LTDA ;290,56
28/11/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  981371 FOR. NESTLE BRASIL LTDA ;1.387,97
05/12/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  985950 FOR. NESTLE BRASIL LTDA ;593,78
05/12/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  985949 FOR. NESTLE BRASIL LTDA ;498,81
05/12/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  985948 FOR. NESTLE BRASIL LTDA ;5.248,97
10/12/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  987276 FOR. NESTLE BRASIL LTDA ;5.156,37
12/12/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  990046 FOR. NESTLE BRASIL LTDA ;159,94
12/12/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  990045 FOR. NESTLE BRASIL LTDA ;1.095,55
17/12/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  991992 FOR. NESTLE BRASIL LTDA ;10.324,62
19/12/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  995166 FOR. NESTLE BRASIL LTDA ;1.097,89
19/12/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  995165 FOR. NESTLE BRASIL LTDA ;1.975,53
19/12/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  995167 FOR. NESTLE BRASIL LTDA ;117,04
21/12/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  998120 FOR. NESTLE BRASIL LTDA ;4.376,72
26/12/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  999431 FOR. NESTLE BRASIL LTDA ;1.437,27
26/12/2018;935;PAGAMENTO DE DUPLICATA REF. NF Nº  999430 FOR. NESTLE BRASIL LTDA ;1.078,85
02/01/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1004281 FOR. NESTLE BRASIL LTDA ;114,76
02/01/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1004282 FOR. NESTLE BRASIL LTDA ;3.554,38
02/01/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1004283 FOR. NESTLE BRASIL LTDA ;1.182,78
09/01/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1010047 FOR. NESTLE BRASIL LTDA ;2.257,79
09/01/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1010048 FOR. NESTLE BRASIL LTDA ;10.828,26
14/01/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1011503 FOR. NESTLE BRASIL LTDA ;190,33
14/01/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1011500 FOR. NESTLE BRASIL LTDA ;10.828,26
14/01/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1011505 FOR. NESTLE BRASIL LTDA ;305,12
14/01/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1011501 FOR. NESTLE BRASIL LTDA ;2.091,95
14/01/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1011502 FOR. NESTLE BRASIL LTDA ;331,02
14/01/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1011504 FOR. NESTLE BRASIL LTDA ;41,38
30/01/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1015507 FOR. NESTLE BRASIL LTDA ;3.905,61
30/01/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1015506 FOR. NESTLE BRASIL LTDA ;1.012,12
06/02/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1019176 FOR. NESTLE BRASIL LTDA ;300,74
06/02/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1019175 FOR. NESTLE BRASIL LTDA ;396,50
06/02/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1019177 FOR. NESTLE BRASIL LTDA ;87,08
13/02/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1024381 FOR. NESTLE BRASIL LTDA ;729,62
13/02/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1024382 FOR. NESTLE BRASIL LTDA ;1.617,15
18/02/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1026352 FOR. NESTLE BRASIL LTDA ;1.098,09
20/02/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1030400 FOR. NESTLE BRASIL LTDA ;4.135,97
20/02/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1030401 FOR. NESTLE BRASIL LTDA ;743,91
27/02/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1034916 FOR. NESTLE BRASIL LTDA ;398,91
27/02/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1034914 FOR. NESTLE BRASIL LTDA ;366,23
27/02/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1034915 FOR. NESTLE BRASIL LTDA ;442,38
06/03/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1036234 FOR. NESTLE BRASIL LTDA ;10.664,57
06/03/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1039357 FOR. NESTLE BRASIL LTDA ;57,99
06/03/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1039355 FOR. NESTLE BRASIL LTDA ;500,30
06/03/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1039354 FOR. NESTLE BRASIL LTDA ;3.735,59
13/03/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1044911 FOR. NESTLE BRASIL LTDA ;183,47
18/03/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1047052 FOR. NESTLE BRASIL LTDA ;97,81
20/03/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1050590 FOR. NESTLE BRASIL LTDA ;1.022,18
20/03/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1050585 FOR. NESTLE BRASIL LTDA ;4.367,24
20/03/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1050584 FOR. NESTLE BRASIL LTDA ;10.702,35
20/03/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1050587 FOR. NESTLE BRASIL LTDA ;601,37
20/03/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1050586 FOR. NESTLE BRASIL LTDA ;1.582,20
20/03/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1050589 FOR. NESTLE BRASIL LTDA ;49,19
20/03/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1050588 FOR. NESTLE BRASIL LTDA ;599,45
03/04/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1058821 FOR. NESTLE BRASIL LTDA ;1.440,83
03/04/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1058822 FOR. NESTLE BRASIL LTDA ;1.329,60
10/04/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1064182 FOR. NESTLE BRASIL LTDA ;337,15
10/04/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1064181 FOR. NESTLE BRASIL LTDA ;440,46
10/04/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1064183 FOR. NESTLE BRASIL LTDA ;116,98
22/04/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1073087 FOR. NESTLE BRASIL LTDA ;110,55
22/04/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1073086 FOR. NESTLE BRASIL LTDA ;21.404,69
22/04/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1073085 FOR. NESTLE BRASIL LTDA ;86,86
22/04/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1073084 FOR. NESTLE BRASIL LTDA ;4.166,52
22/04/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1072363 FOR. NESTLE BRASIL LTDA ;75,24
22/04/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1072364 FOR. NESTLE BRASIL LTDA ;150,54
22/04/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1073088 FOR. NESTLE BRASIL LTDA ;132,27
22/04/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1073082 FOR. NESTLE BRASIL LTDA ;673,73
24/04/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1075438 FOR. NESTLE BRASIL LTDA ;2.531,64
02/05/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1080440 FOR. NESTLE BRASIL LTDA ;877,96
02/05/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1080441 FOR. NESTLE BRASIL LTDA ;66,52
02/05/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1080442 FOR. NESTLE BRASIL LTDA ;116,98
02/05/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1080439 FOR. NESTLE BRASIL LTDA ;1.918,26
13/05/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1086088 FOR. NESTLE BRASIL LTDA ;423,02
13/05/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1086089 FOR. NESTLE BRASIL LTDA ;891,46
15/05/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1090758 FOR. NESTLE BRASIL LTDA ;116,98
15/05/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1090757 FOR. NESTLE BRASIL LTDA ;2.218,52
15/05/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1090756 FOR. NESTLE BRASIL LTDA ;951,19
27/05/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1097450 FOR. NESTLE BRASIL LTDA ;76,04
27/05/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1097449 FOR. NESTLE BRASIL LTDA ;2.519,72
05/06/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1105069 FOR. NESTLE BRASIL LTDA ;4.860,72
05/06/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1105070 FOR. NESTLE BRASIL LTDA ;1.127,50
05/06/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1105071 FOR. NESTLE BRASIL LTDA ;234,06
12/06/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1111030 FOR. NESTLE BRASIL LTDA ;5.144,16
12/06/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1111031 FOR. NESTLE BRASIL LTDA ;418,61
12/06/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1111033 FOR. NESTLE BRASIL LTDA ;99,68
12/06/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1111034 FOR. NESTLE BRASIL LTDA ;116,98
19/06/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1116306 FOR. NESTLE BRASIL LTDA ;19,72
19/06/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1116307 FOR. NESTLE BRASIL LTDA ;36,01
19/06/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1116308 FOR. NESTLE BRASIL LTDA ;23,34
19/06/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1116302 FOR. NESTLE BRASIL LTDA ;75,78
19/06/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1116303 FOR. NESTLE BRASIL LTDA ;528,33
19/06/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1116304 FOR. NESTLE BRASIL LTDA ;87,05
19/06/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1116301 FOR. NESTLE BRASIL LTDA ;117,28
19/06/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1116305 FOR. NESTLE BRASIL LTDA ;11.093,10
27/06/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1121738 FOR. NESTLE BRASIL LTDA ;737,02
27/06/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1121739 FOR. NESTLE BRASIL LTDA ;641,51
03/07/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1126826 FOR. NESTLE BRASIL LTDA ;1.096,92
03/07/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1126825 FOR. NESTLE BRASIL LTDA ;1.973,72
09/07/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1132530 FOR. NESTLE BRASIL LTDA ;442,77
09/07/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1132531 FOR. NESTLE BRASIL LTDA ;233,58
09/07/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1132532 FOR. NESTLE BRASIL LTDA ;129,98
18/07/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1138299 FOR. NESTLE BRASIL LTDA ;308,09
18/07/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1138300 FOR. NESTLE BRASIL LTDA ;399,53
18/07/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1138301 FOR. NESTLE BRASIL LTDA ;39,44
18/07/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1138298 FOR. NESTLE BRASIL LTDA ;12.949,08
24/07/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1142538 FOR. NESTLE BRASIL LTDA ;461,63
24/07/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1142539 FOR. NESTLE BRASIL LTDA ;105,62
24/07/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1142540 FOR. NESTLE BRASIL LTDA ;95,89
31/07/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1147408 FOR. NESTLE BRASIL LTDA ;542,66
31/07/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1147409 FOR. NESTLE BRASIL LTDA ;370,55
31/07/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1147407 FOR. NESTLE BRASIL LTDA ;3.413,36
07/08/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1152996 FOR. NESTLE BRASIL LTDA ;1.108,37
07/08/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1152995 FOR. NESTLE BRASIL LTDA ;4.462,82
14/08/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1158388 FOR. NESTLE BRASIL LTDA ;959,90
14/08/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1158389 FOR. NESTLE BRASIL LTDA ;197,24
19/08/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1160509 FOR. NESTLE BRASIL LTDA ;1.069,52
19/08/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1160510 FOR. NESTLE BRASIL LTDA ;72,29
21/08/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1165577 FOR. NESTLE BRASIL LTDA ;700,49
21/08/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1165578 FOR. NESTLE BRASIL LTDA ;849,36
21/08/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1165579 FOR. NESTLE BRASIL LTDA ;47,81
04/09/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1171985 FOR. NESTLE BRASIL LTDA ;1.172,64
04/09/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1172014 FOR. NESTLE BRASIL LTDA ;114,13
04/09/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1171984 FOR. NESTLE BRASIL LTDA ;3.412,66
11/09/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1177778 FOR. NESTLE BRASIL LTDA ;281,83
11/09/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1177777 FOR. NESTLE BRASIL LTDA ;10.078,92
18/09/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1183730 FOR. NESTLE BRASIL LTDA ;1.020,13
18/09/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1183729 FOR. NESTLE BRASIL LTDA ;1.458,28
02/10/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1193778 FOR. NESTLE BRASIL LTDA ;4.116,20
02/10/2019;935;PAGAMENTO DE DUPLICATA REF. NF Nº  1193779 FOR. NESTLE BRASIL LTDA ;2.377,64
